PROJ.4 +proj=utm +zone=29 +ellps=WGS84 +datum=WGS84 +units=m +no_defs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Name,Population,X,Y,COUNTY_08,DIST_08,CLAN_08,DEMAND_MW,HOSP_MAIN_LOC,HOSP_ALT-NAME,Clinics,ClinDem,HC,HCDem,SumHlthDem,Pri_Schools,PriSchDem,Sec_Schools,SecSchDem,Both_PriSec,BothPriSecDem,SumEduDem,demand (household) > target household penetration rate,FullProdDem,demand (productive) > projected productive demand,demand (social infrastructure) > projected health facility demand per year,demand (social infrastructure) > projected education facility demand per year
Settlement,Kpantiaplay,1598,569977.3849,802425.6014,Nimba,Gbehlay-Geh,Sango-Zao,,,,1,2000,0,0,2000,0,0,0,0,2,1200,1200,0.3,0,0,8643.88475,2912.714965
Settlement,Sarkonedu,1595,426334.8922,935727.1961,Lofa,Quardu Boundi,Quardu,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Younlay,1590,561272,811479,Nimba,Gbehlay-Geh,Sango-Zao,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Gbalasonnoh,1588,521893.1842,814241.2836,Nimba,Sanniquellie Mahn,Gboa,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Tussus,1587,438403.6124,918064.0566,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Boaplay,1582,546126.1111,801364.1851,Nimba,Yarpea Mahn,Gbein,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Beeplay,1580,549272,771730,Nimba,Buu-Yao,Wea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbonnie,1573,542629.5587,849430.4528,Nimba,Yarmein,Vayee,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Kpein,1572,490943.0597,784977.019,Nimba,Meinpea-Mahn,Zehyee,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Gbelahun,1571,363527.3652,896510.2605,Lofa,Kolahun,Lukasu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbalorkpala,1569,459940,739201,Bong,Tukpahblee,Soel,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Bongarplay,1567,576453,774484,Nimba,Twan River,Loe-Gbao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kinnon,1566,546900.0273,849787.2648,Nimba,Yarmein,Vayee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Hengima,1565,331057,891639,Lofa,Vahun,Central Guma,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kpallah,1554,508976,771474,Nimba,Leewehpea-Mahn,Yarpea,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Geesanken,1547,614630,551089,Maryland,Whojah,Dufu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division,1544,344660.5312,698666.7109,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpairplay,1543,549415.5496,795595.2162,Nimba,Twan River,Soelay,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Gbauju Village,1538,277283.6896,806963.9854,Grand Cape Mount,Porkpa,Sokpo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,15 Gate Community,1534,335767.1374,707924.442,Montserra,Careysburg,Careyburg City,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mahdiaplay # 1,1525,559959.144,783379.066,Nimba,Twan River,Srohlay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Belenai,1514,452044.6676,803317.5308,Bong,Zota,Zota,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Maimue Town,1510,394665.1476,749939.3142,Bong,Salala,Konowolol,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Gorlay (Gorwee),1502,526475,778660,Nimba,Zoe-Gbao,Gbao,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Kwendin,1501,505722.2716,714003.9167,Nimba,Yarwein Mehnsonnoh,Blinlon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Yarpuah,1500,453145,846295,Lofa,Salayea,Vavala,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Kpajia Camp,1496,478735.3105,649114.9061,Rivercess,Central Rivercess,Zialu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Boe,1495,296339,735534,Bomi,Klay,Tehr,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Borsonnoh,1492,533920.8334,804984.6112,Nimba,Yarpea Mahn,Kpayee,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Lower Johnson,1484,309465,702232,Montserra,Commonwealth,Johnsonville Township,,,,4,8000,3,37500,45500,112,28000,2,1000,75,45000,74000,0.3,0,0,196648.3781,179617.4229
Settlement,Jacksonville,1477,490720.2901,598185.6668,Sinoe,Kulu Shaw Boe,Lower Kulu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Guagortuo,1470,561009.6179,819151.9648,Nimba,Gbehlay-Geh,Lan-Kao,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Kparblee,1465,550793.7506,729982.3466,Nimba,Kparblee,Gayea,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Duoplay,1462,563793.011,805235.8571,Nimba,Gbehlay-Geh,Sango-Zao,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Bartehjan,1454,579890,695661,Grand Gedeh,Cavala,Gborbo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gblor Diallah Town,1453,532917.5582,716364.4541,Nimba,Doe,Gblor,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bongolodu,1443,427076,938279,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Zeansue,1441,416590.6792,761141.0707,Bong,Yeallequelleh,Zeansue,,,,1,2000,0,0,2000,1,250,0,0,2,1200,1450,0.3,0,0,8643.88475,3519.530583
Settlement,Charles Johnson,1433,405063,669322,Grand Bassa,Neekreen,Tubmanville,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kpalla-Dudu/Kpalla-New Jah Tondo/Parker Corner,1427,301464.929,713150.5148,Montserra,St. Paul River,Kpalla,,,,0,0,0,0,0,1,250,2,1000,1,600,1850,0.3,0,0,0,4490.435572
Settlement,Garyeesonnoh,1424,492954.0502,747404.9835,Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Karlorwieh,1422,594239,635982,Grand Gedeh,Putu,Lower Jebebo,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Duo Tiayee,1417,537765.3332,801274.9445,Nimba,Yarpea Mahn,Duo,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Rlekporlay,1403,547438.2158,779760.6529,Nimba,Zoe-Gbao,Zean,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Sonuhan,1398,500796,598099,Sinoe,Kulu Shaw Boe,Upper Kulu,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbei Vonwea,1393,564532.4371,783072.074,Nimba,Twan River,Lower-Gbei,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Yarsonnoh,1391,514491.2915,779891.0074,Nimba,Leewehpea-Mahn,Leepea,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Mount Barclay,1389,317042.7552,702030.9598,Montserra,Commonwealth,Johnsonville Township,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Belleh Yallah,1387,390138,815165,Gbarpolu,Belleh,Bade,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Saw Mill,1387,335348,769716,Gbarpolu,Bopolu,Bondi Man,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Butuo,1380,566933.9895,763159.1052,Nimba,Buu-Yao,Nyor-Diabarlor,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Jarwadee,1379,575973.8911,621132.6144,Grand Gedeh,Putu,Zeenonblogbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Lofa Bridge,1378,292499,781904,Grand Cape Mount,Golakonneh,Mana,,,,1,2000,0,0,2000,3,750,0,0,1,600,1350,0.3,0,0,8643.88475,3276.804336
Settlement,Beadatuo,1377,544612,772783,Nimba,Buu-Yao,Wea,,,,1,2000,0,0,2000,0,0,0,0,2,1200,1200,0.3,0,0,8643.88475,2912.714965
Settlement,Zuie,1368,338812.1679,846787.4329,Gbarpolu,Koninga,Zuie,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Frolay,1368,563991,747574,Nimba,Buu-Yao,Frolay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mehnla,1367,502466.8375,753649.9014,Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,,,,0,0,1,12500,12500,0,0,0,0,1,600,600,0.3,0,0,54024.27969,1456.357483
Settlement,Glarlay New Town,1365,550053,766847,Nimba,Buu-Yao,Wea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Boesan,1363,250013,791192,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Jarwadee,1351,575127,620950,Grand Gedeh,Putu,Zeenonblogbo,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Lehuma Town,1343,370867,903740,Lofa,Kolahun,Wanwoma,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Popalahun,1334,364707.031,904208.8432,Lofa,Kolahun,Hassala,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Wea New Town,1334,546796.6534,768804.0401,Nimba,Buu-Yao,Wea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Beloken,1330,591076,510325,Grand Kru,Grand Cess Wedabo,Zoloken,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Kongo,1327,263783.7128,810314.6538,Grand Cape Mount,Porkpa,Sokpo,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Jacksonville,1325,490577.7681,598092.8115,Sinoe,Kulu Shaw Boe,Lower Kulu,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Koyama,1322,336949,894998,Lofa,Vahun,Upper Gum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gaye,1315,558048.8655,681676.5162,Grand Gedeh,Gbao,Jaladaye,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Masambolahun,1311,370757.8613,909625.5232,Lofa,Kolahun,Wanwoma,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Duo Boe,1305,541884,793785,Nimba,Yarpea Mahn,Duo-ah,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Gbah,1302,503125.3405,791189.4087,Nimba,Leewehpea-Mahn,Sephein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbarplay,1292,536056.5865,763865.9324,Nimba,Boe & Quilla,Gosenter,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Siaplay New Town,1291,540454,787333,Nimba,Zoe-Gbao,Lonpea,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Gbenequelleh,1290,449118.1308,745317.4184,Bong,Jorquelleh,Sheansue,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Konia,1276,440696.9461,879822.0535,Lofa,Zorzor,Zeayeama,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Duta,1275,467970,770988,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Guassay,1273,249576,794936,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Glann Town,1269,506376.8072,691412.268,Nimba,Gbi & Doru,Nyenvor,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Krakree,1267,584713,575740,River Gee,Nanee,Wrejah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nengbain,1266,497518.1654,795513.1181,Nimba,Garr-Bain,Bain,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Zeanlay # 1,1264,563702,802266,Nimba,Gbehlay-Geh,Sango-Zao,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbah Jakeh,1255,282033.1459,742829.0312,Bomi,Senjeh,Zerpeh,,,,1,2000,0,0,2000,3,750,0,0,0,0,750,0.3,0,0,8643.88475,1820.446853
Settlement,Cheboken,1250,587635,563983,Grand Kru,Forpoh,Bugbab,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Billibo,1249,651355,629014,Grand Gedeh,Glio-Twarbo,Dugbehbo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Geanplay,1249,557419.8091,799043.1455,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tugbaken,1248,643007,515396,Maryland,Karluway#2,Benwen,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Cavalla Big Town Community,1247,656255,482103,Maryland,Harper,Cavalla,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kpakpeh Village,1239,466676.4369,650409.0649,Rivercess,Central Rivercess,Teekpeh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Joe Blow,1237,347449.1328,691231,Margibi,Mambah Kaba,Kpaye,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Glarlay,1236,560383,741906,Nimba,Buu-Yao,Ninkwea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Boundary Town One,1232,612529,649392,Grand Gedeh,Konobo,Upper Gbillibo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 37,1232,354405.8984,706626.8047,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bonglay,1232,550396.8716,753768.7245,Nimba,Boe & Quilla,Boe,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Putuken,1229,606322.1657,591333.672,River Gee,Chedepo,Neataken,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Old Yourpea,1224,554240.4519,741867.3345,Nimba,Kparblee,Bentuo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Naama,1222,461133,802399,Bong,Zota,Zota,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Freeman Reserved,1221,341246,713158,Montserra,Todee,Fahn-Seh,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gozohn,1221,469593.8579,691759.9042,Rivercess,Doedain,Zarkue,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Jowah,1220,474653.2464,813070.6425,Bong,Panta,Wrunah,,,,0,0,1,12500,12500,1,250,0,0,0,0,250,0.3,0,0,54024.27969,606.8156178
Settlement,Baila,1218,481425,780899,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Sanoyea,1218,391478,771144,Bong,Sanoyeah,Sanoyea,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Schiefflin,1216,330340.6249,688433.6249,Margibi,Mambah Kaba,Scheiffelin Township,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Memolahun,1208,338483,891716,Lofa,Vahun,Upper Gum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Buway,1200,640025,633885,Grand Gedeh,Glio-Twarbo,Nenebo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Duoyee,1186,505157,760570,Nimba,Wee-Gbehyi-Mahn,Lowee,,,,1,2000,0,0,2000,2,500,0,0,1,600,1100,0.3,0,0,8643.88475,2669.988718
Settlement,Warliken,1186,602956,584005,River Gee,Karforh,Jaytoken,,,,1,2000,0,0,2000,2,500,0,0,0,0,500,0.3,0,0,8643.88475,1213.631236
Settlement,New Creek (CVI),1182,616247,622468,Grand Gedeh,Konobo,Lower Gbillibo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tarloken,1181,657112,645559,Grand Gedeh,Glio-Twarbo,Gboawon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Zahnzaye,1181,489762,719629,Nimba,Yarwein Mehnsonnoh,Blinlon,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Wehplay,1172,540869,782423,Nimba,Gbor,Duobehyee,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Soloken,1171,619314,534294,Maryland,Gwelekpoken,Datiaken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tarnue,1169,317783,701855,Montserra,Commonwealth,Johnsonville Township,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Flumpa,1161,509754,785536,Nimba,Leewehpea-Mahn,Siateh,,,,2,4000,0,0,4000,2,500,0,0,2,1200,1700,0.3,0,0,17287.7695,4126.346201
Settlement,Sayou-Woe,1155,623757,662285,Grand Gedeh,Konobo,Upper Gbardru,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mandu,1153,643588,522383,Maryland,Karluway#2,Wlebo,,,,1,2000,0,0,2000,3,750,0,0,0,0,750,0.3,0,0,8643.88475,1820.446853
Settlement,Boyee,1150,497984,713988,Nimba,Yarwein Mehnsonnoh,Blinlon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Henogba,1148,637377,515580,Maryland,Karluway#2,Benwen,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Fangonda Town,1147,370747,908896,Lofa,Kolahun,Wanwoma,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Kpayelepula,1146,534096.0185,798677.7038,Nimba,Yarpea Mahn,Kpayee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Pronoken,1146,615021.0537,573464.8044,River Gee,Nyenawliken,Martuken,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Zayglay,1143,528707.0148,781282.1439,Nimba,Zoe-Gbao,Leepea,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Solumba,1137,372330.7496,940321.3232,Lofa,Foya,Waum,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbanway,1137,453317.8331,849963.9762,Lofa,Salayea,Vavala,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Doumpa,1135,513019.9134,752824.0577,Nimba,Wee-Gbehyi-Mahn,Wee,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbarmue 1,1134,454899.8143,788298.0727,Bong,Jorquelleh,Jorpolu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Makpoh Hill,1134,442792.6062,806863.2328,Bong,Zota,Boisville,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bueh Town,1134,521269,775263,Nimba,Wee-Gbehyi-Mahn,Ylan,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbanquoi,1133,517383,764257,Nimba,Wee-Gbehyi-Mahn,Wee,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Garduah Town # 1,1128,421228,726067,Grand Bassa,District # 2,Boeglayn,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Beyan,1122,444745.7716,811492.2999,Lofa,Salayea,Palama,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kologbane,1117,403332,796186,Gbarpolu,Gounwolaila,Nwolaila,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpanta,1115,378748.3449,793908.383,Gbarpolu,Gounwolaila,Gou,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Guerkpahnah,1115,526250,773717,Nimba,Zoe-Gbao,Gbao,,,,0,0,0,0,0,3,750,0,0,0,0,750,0.3,0,0,0,1820.446853
Settlement,Unifinication/Kulu Junction,1113,504439.7577,593827.3691,Sinoe,Plahn Nyarn,Nyarn,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Beintorwin,1112,534855.3414,845860.8486,Nimba,Yarmein,Gbeyi,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Division 6 Front,1109,338901.9522,700364.2208,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Division 1 Cross Camp,1101,348755.0937,700621.8984,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Glofaken,1101,621850,546584,Maryland,Gwelekpoken,Sikliken,,,,1,2000,0,0,2000,4,1000,1,500,0,0,1500,0.3,0,0,8643.88475,3640.893707
Settlement,Dean Town / Gold Camp,1100,469781.8218,735172.9571,Bong,Boinsen,Senwein,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Sowken (farming Comm.,1096,631765,508803,Grand Kru,Garraway,Upper Garraway,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Ganglota,1091,445549,820513,Lofa,Salayea,Palama,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Zammie Town,1091,472289.4613,646760.5991,Rivercess,Central Rivercess,Teekpeh,,,,1,2000,0,0,2000,2,500,0,0,0,0,500,0.3,0,0,8643.88475,1213.631236
Settlement,Banwea,1085,542551,769382,Nimba,Buu-Yao,Wea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Zuo,1082,304563,775527,Gbarpolu,Gbarma,Gbarma,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gedeken,1082,597511,577614,River Gee,Karforh,Kanweaken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpokon,1080,445780,717296,Grand Bassa,District # 3,Pay-U-Way,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbasselah Town (New),1078,504724,799992,Nimba,Garr-Bain,Garr,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Dagba,1078,545384,633251,Sinoe,Seekon,Dagbah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpalla-Kpalla,1077,300638.596,711054.2937,Montserra,St. Paul River,Kpalla,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Lein,1072,245501,795126,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpaytuo,1072,520812,752808,Nimba,Wee-Gbehyi-Mahn,Wee,,,,1,2000,0,0,2000,2,500,0,0,1,600,1100,0.3,0,0,8643.88475,2669.988718
Settlement,Shankpallai,1071,462883.4417,814447.33,Bong,Zota,Upper Kpa,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Panrow,1071,596434,626020,Grand Gedeh,Putu,Lower Jebebo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bein Glahn,1070,483874,739400,Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sehyi-Geh,1069,534193.4692,819444.9529,Nimba,Sanniquellie Mahn,Sehyi,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Vai Kain Way I,1068,255573,791065,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
