PROJ.4 +proj=utm +zone=29 +ellps=WGS84 +datum=WGS84 +units=m +no_defs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Name,Population,X,Y,COUNTY_08,DIST_08,CLAN_08,DEMAND_MW,HOSP_MAIN_LOC,HOSP_ALT-NAME,Clinics,ClinDem,HC,HCDem,SumHlthDem,Pri_Schools,PriSchDem,Sec_Schools,SecSchDem,Both_PriSec,BothPriSecDem,SumEduDem,demand (household) > target household penetration rate,FullProdDem,demand (productive) > projected productive demand,demand (social infrastructure) > projected health facility demand per year,demand (social infrastructure) > projected education facility demand per year
Settlement,Nyandemoilahun Town Center,814,394374,933696,Lofa,Kolahun,Wolukoha,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Samay,813,451083,749715,Bong,Jorquelleh,Sheansue,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Nyewolihun,813,384041,913141,Lofa,Kolahun,Tahamba,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Zalakai,812,375817,806612,Gbarpolu,Bokomu,Upper Bok,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Near Camp,812,406868,644718,Grand Bassa,District # 4,Neetorn,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbeinfela,810,538574,805279,Nimba,Yarpea Mahn,Gbein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Vonzon-Chase,808,304007.4195,710661.2579,Montserra,St. Paul River,Vonzon,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Whynor,808,509373,795915,Nimba,Garr-Bain,Bleingbain,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Balamah I,807,435279,781524,Bong,Suakoko,Suakoko,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sarkolay,807,558237.4602,809409.5195,Nimba,Gbehlay-Geh,Sango-Zao,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Nyoanplay # 1,807,575618.167,773117.6133,Nimba,Twan River,Loe-Gbao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Payee,806,529189,786114,Nimba,Gbor,Kerbaye,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Allawala City,805,600214.4936,558933.743,Grand Kru,Dweh,Saywoken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Barraken,805,648351,497208,Maryland,Pleebo/Sodoken,Twansiebo,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Duazon Old Town,803,322901,688777,Margibi,Mambah Kaba,Scheiffelin Township,,,,0,0,0,0,0,2,500,0,0,1,600,1100,0.3,0,0,0,2669.988718
Settlement,Newcess,802,589418,504200,Grand Kru,Grand Cess Wedabo,New Cess,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Sehwee,801,507658,780714,Nimba,Leewehpea-Mahn,Sephein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sopa,800,537641,795076,Nimba,Yarpea Mahn,Duo-ah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Vaye,798,292637,781269,Gbarpolu,Gbarma,Gbarma,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gagama Town,798,256056,801983,Grand Cape Mount,Porkpa,Kposo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Old Peelar,798,551543.0698,803724.8964,Nimba,Gbehlay-Geh,Gbehlay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tunudin,798,495518,784355,Nimba,Meinpea-Mahn,Slappa,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Galai,797,439526.6689,784414.5304,Bong,Suakoko,Suakoko,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Saniwein Town,796,420609,694027,Grand Bassa,District # 3,Dohnwein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Doloken,794,645143,518608,Maryland,Karluway#2,Kanbo,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Gbansue Sulonmah I,793,431663.2279,799834.1814,Bong,Zota,Lower Kpa,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Boe-Geewon,793,517960,645191,Grand Gedeh,Gboe-Ploe,Neezonnie,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Giant Town,791,636113,509077,Maryland,Karluway#2,Benwen,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tweh,790,582512,618913,Grand Gedeh,Putu,Bio Wiah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kondobengu,789,368383,916690,Lofa,Foya,Luankollie,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Smith,788,319089,797032,Gbarpolu,Gbarma,Yangaya,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Chiliken,788,617219,541785,Maryland,Gwelekpoken,Gbalaken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Behyepea,788,527714,767514,Nimba,Zoe-Gbao,Whepea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Vezala,787,400495,925328,Lofa,Voinjama,Lower Workor,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Gbobayee #2,787,544344.028,813698,Nimba,Sanniquellie Mahn,Sehyi,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Goekorpa (Yeagoan),787,493835,703450,Nimba,Yarwein Mehnsonnoh,Blinlon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 27,786,353124.5,713736.8124,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Flowin,786,544088,804834,Nimba,Yarpea Mahn,Gbein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Juduken (Maplaken),785,606528,510131,Grand Kru,Grand Cess Wedabo,Gbanken,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Voipa,785,490031,738938,Nimba,Yarwein Mehnsonnoh,Zehnla,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbesee,785,431156.568,630890.629,Rivercess,Fen River,Vor,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Martuken,783,610766,554634,Maryland,Whojah,Fulu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyao,781,516330.9944,759589.3753,Nimba,Wee-Gbehyi-Mahn,Wee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jarkaken,780,611231.0032,594592.92,River Gee,Chedepo,Krosoken,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Kawelahun Town,778,276079,819013,Grand Cape Mount,Porkpa,Sokpo,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Tekeiplay,778,554565.1275,786808.4632,Nimba,Twan River,Lower-Gbei,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Married Camp,777,284874,745693,Bomi,Senjeh,Zerpeh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpeikpoa,777,514435,776842,Nimba,Leewehpea-Mahn,Leepea,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Gbama Lumeh,776,259618,793412,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Division 6,775,338855.6557,699727.0734,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,William Town,774,367369.6734,740567.1452,Margibi,Kakata,Wiah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Baloma,770,302089,725099,Montserra,St. Paul River,Lower Brewerville,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Division # 16 Long Camp,769,342476.5867,708445.6015,Montserra,Careysburg,Kingsville Township,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tobogizizu,768,398529,936742,Lofa,Voinjama,Upper Workor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tuzon,768,551623,739092,Nimba,Kparblee,Bentuo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Dougbo City,764,620944,516917,Grand Kru,Trenbo,Dougbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bolahun Town (A),764,372175,910099,Lofa,Kolahun,Wanwoma,,,,0,0,1,12500,12500,0,0,1,500,2,1200,1700,0.3,0,0,54024.27969,4126.346201
Settlement,Betejama,764,408990,930825,Lofa,Voinjama,Upper Workor,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Division 28 Cubic Camp 1,762,352433.0044,710073.9817,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbayee,762,526763,787700,Nimba,Yarpea Mahn,Gbayee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jaytoken,762,603432,587706,River Gee,Karforh,Jaytoken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Boway,759,484516.1498,792450,Bong,Panta,Panta,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbanla,759,416885,774507,Bong,Suakoko,Kpatawee,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Tailemai,759,450945.1061,847185.8741,Lofa,Salayea,Vavala,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Division 9 Old Camp,757,347909,703687,Margibi,Firestone,Firestone,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Taylay,756,530356,783416,Nimba,Gbor,Kerbaye,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gaytayeah,755,466795,762018,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Voloblai,755,445372,793373,Bong,Suakoko,Kporyorqu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Boy Town Junction,752,328066.2291,686610.4166,Margibi,Mambah Kaba,Scheiffelin Township,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Sumo,751,475199,757064,Bong,Kpaai,Wolota,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,XXXXXXXXXXXXXX,751,300827.5431,712471.9479,Montserra,St. Paul River,Kpalla,,,,0,0,0,0,0,1,250,2,1000,0,0,1250,0.3,0,0,0,3034.078089
Settlement,Mongbain,750,519623,795957,Nimba,Garr-Bain,Bleingbain,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gborwuzohn,750,474850.6823,640537.0997,Rivercess,Central Rivercess,Zialu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jarpuken,750,577852,572749,Sinoe,Bodae,Toe Wion,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yarnwullie,748,368381.4783,726510.7825,Margibi,Kakata,Dinnita,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Gbehlay,748,576718,793888,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Slangonplay,748,545703,798009,Nimba,Twan River,Soelay,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Banglorh,747,624693,634189,Grand Gedeh,Konobo,Lower Gbillibo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kailahun( A),747,359405.3024,887167.5878,Lofa,Kolahun,Lukasu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jarmulor,747,434682.0834,920320.1507,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpeletuo,745,503245,735537,Nimba,Doe,Gbon-Weiplay,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Kileapo Kanweaken,745,600626.5868,606875.3513,River Gee,Chedepo,Mt. Pennah,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Jenne Wonde (A),744,249180.5065,782869.1166,Grand Cape Mount,Tewor,Passawe,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Jokoken,744,596395,591870,Sinoe,Jeadepo,Bio Sockkan,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Tinsue,743,439691,838698,Lofa,Salayea,Palama,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Fleneken,742,589045,526698,Grand Kru,Barclayville,Wakpeken Seator,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,S.R.C. Camp II,742,375576.8764,737236.7351,Margibi,Kakata,Dinnita,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Diah,740,240522.432,760951.0846,Grand Cape Mount,Tewor,Fahnbulleh D,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Gayeplay,738,562264,813770,Nimba,Gbehlay-Geh,Lan-Kao,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Dulay,737,561298.4851,825673.704,Nimba,Gbehlay-Geh,Lan-Kao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nomodatanau,736,325353,867029,Gbarpolu,Koninga,Jawajeh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bunadin,735,492081,775044,Nimba,Meinpea-Mahn,Zehyee,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Langbemba1,734,359626.6524,908325.489,Lofa,Foya,Tengia,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Careysburg,734,328404.507,707762.0422,Montserra,Careysburg,Careyburg City,,,,0,0,1,12500,12500,0,0,1,500,0,0,500,0.3,0,0,54024.27969,1213.631236
Settlement,Koon,734,329752,730093,Montserra,Todee,Mehn,,,,1,2000,0,0,2000,1,250,0,0,2,1200,1450,0.3,0,0,8643.88475,3519.530583
Settlement,Beh,733,280377,731915,Bomi,Dowein,Deygbo,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Salaya,733,372451,802050,Gbarpolu,Bokomu,Lower Bok,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Charlie,732,413206,660982,Grand Bassa,District # 4,Doegbahn,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gwehlay,732,525101,766655,Nimba,Zoe-Gbao,Whepea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Than Town A,731,290142.0631,786119.5638,Grand Cape Mount,Golakonneh,Mana,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Nanakru,731,530112,534071,Sinoe,Dugbe River,Nana Kru,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gohn,730,267707,756775,Grand Cape Mount,Garwula,Zodua,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tolomanai,729,457904.7429,761144.3392,Bong,Jorquelleh,Gbanshay,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Boawohun,729,373916,903329,Lofa,Kolahun,Lukasu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,John Davis,728,599358,629869,Grand Gedeh,Putu,Lower Jebebo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Newaken,728,621118,534645,Maryland,Gwelekpoken,Sikliken,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Freetown,728,664793.6698,591319.4271,River Gee,Glaro,Gbarlahn,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gonkartee Pa,727,521706,762485,Nimba,Wee-Gbehyi-Mahn,Wee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tempo,726,664425,644225,Grand Gedeh,Glio-Twarbo,Chattan,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Worsongar,726,358974,924520,Lofa,Foya,Tengia,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Kondesu,725,377684,847843,Gbarpolu,Belleh,Lobarsu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Garleo,724,659091,639439,Grand Gedeh,Glio-Twarbo,Chattan,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gwelekpoken,724,622047.1677,552658.5818,Maryland,Gwelekpoken,Sikliken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Nyama Kamadu,723,429677,927767,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,xxxxxxxxxx,721,366792.4784,740385.4914,Margibi,Kakata,Wiah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bilibokree,721,517466,595029,Sinoe,Juarzon,Clahngbadi,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Gbuyee,719,498409,799314,Nimba,Garr-Bain,Bain,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bohay,718,251716,796742,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,xxxxxxxxxx,718,366627.5872,739808.3724,Margibi,Kakata,Wiah,,,,1,2000,0,0,2000,1,250,0,0,1,600,850,0.3,0,0,8643.88475,2063.173101
Settlement,Debbah,717,410636,647240,Grand Bassa,District # 4,Neetorn,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gblarlay,717,562834,743327,Nimba,Buu-Yao,Ninkwea,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Sam Beach Gold Mine,717,469187.9696,637351.8237,Rivercess,Central Rivercess,Zialu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Foday-ta,716,381594,781443,Gbarpolu,Gounwolaila,Gou,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbloulay,716,553873.7312,761950.5376,Nimba,Buu-Yao,Yao-Kwahkerlah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbecohn,715,452253,736964,Bong,Tukpahblee,Soel,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Ghanaglay,715,571352.3509,778551.6491,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Kiamue Giah,714,428638,698365,Grand Bassa,District # 3,Deegba,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Barforwin,714,565529,538602,Grand Kru,Fenetoe,Barmeneh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bombor Old Town,713,268094.6496,803638.5695,Grand Cape Mount,Porkpa,Kposo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jiama Village,713,276530,819230,Grand Cape Mount,Porkpa,Sokpo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kimbalahun,713,364844,901629,Lofa,Kolahun,Hassala,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kidka,713,508939,698205,Nimba,Gbi & Doru,Nyenvor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Najor / Camp-2,713,503803,570468,Sinoe,Wedjah,Sorgbeyee,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Muita,712,447809.2953,747887.5705,Bong,Jorquelleh,Sheansue,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Mambo Town A,711,246597.4546,774569.3899,Grand Cape Mount,Tewor,Passawe,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Tian,711,556693,692444,Grand Gedeh,B'hai,Tian-Duogee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Browne,711,347618.7957,696583.1326,Margibi,Mambah Kaba,Charsville,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Manunvordor,710,404679,831319,Gbarpolu,Belleh,Bade,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Zoloken & Gbarken,708,597081.2264,512877.5031,Grand Kru,Grand Cess Wedabo,Zoloken,,,,1,2000,0,0,2000,4,1000,0,0,2,1200,2200,0.3,0,0,8643.88475,5339.977437
Settlement,Division 2-Rubber Bed,708,650069,505343,Maryland,Pleebo/Sodoken,Gedetarbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Duogomai Town Center,707,419573.0286,904840.3714,Lofa,Voinjama,Bondi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gebio Mission,706,648584,506875,Maryland,Pleebo/Sodoken,Pleebo/Gbolorbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbazon,706,510219,587693,Sinoe,Juarzon,Krajlahson,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bleevalay,704,526482,758941,Nimba,Zoe-Gbao,Whepea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Fleh-la,703,385735,747885,Bong,Salala,Kpartolee,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Korsein,703,521104,783290,Nimba,Gbor,Gbor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Dohn,703,509978,773428,Nimba,Leewehpea-Mahn,Yarpea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sinyea,702,438757.9249,779662.9549,Bong,Suakoko,Suakoko,,,,0,0,0,0,0,2,500,0,0,1,600,1100,0.3,0,0,0,2669.988718
Settlement,Bowein,701,293289,730789,Bomi,Dowein,Upper Zoh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Binda,700,505321,781889,Nimba,Leewehpea-Mahn,Sephein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Wangekor,699,248353,766250,Grand Cape Mount,Garwula,Gion,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gondorlahun,698,383711,880528,Lofa,Kolahun,Hembeh,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Nyonkiayee,698,496036.4119,754525.4715,Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbanlah,696,516272,774608,Nimba,Wee-Gbehyi-Mahn,Ylan,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Boe Tounwea,693,551649,755641,Nimba,Boe & Quilla,Boe,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Nanlah,693,563606,774354,Nimba,Buu-Yao,Vanwea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Kpawolozu,692,415909,841813,Gbarpolu,Belleh,Bade,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Dweh,690,624213,639669,Grand Gedeh,Konobo,Upper Gbillibo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Marverkonnedu,690,426129.9022,931692.9937,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Wulu,690,515679.155,593627.085,Sinoe,Juarzon,Kalaboe,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Nimba Point,689,274833,744035,Grand Cape Mount,Garwula,Manobalah A,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
